Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS,Home Points Dif,Home Win
2021-04-12,1.91,1.94,San Francisco Giants,Cincinnati Reds,0.0,3.0,-3.0,False
2021-04-12,2.15,1.74,Arizona Diamondbacks,Oakland Athletics,5.0,9.0,-4.0,False
2021-04-12,1.77,2.11,Chicago White Sox,Cleveland Indians,4.0,3.0,1.0,True
2021-04-12,1.38,3.2,Houston Astros,Detroit Tigers,2.0,6.0,-4.0,False
2021-04-12,1.98,1.87,Kansas City Royals,Los Angeles Angels,3.0,10.0,-7.0,False
2021-04-12,1.68,2.25,St.Louis Cardinals,Washington Nationals,2.0,5.0,-3.0,False
2021-04-12,1.75,2.14,Milwaukee Brewers,Chicago Cubs,6.0,3.0,3.0,True
2021-04-12,1.7,2.21,Atlanta Braves,Miami Marlins,3.0,5.0,-2.0,False
2021-04-12,1.47,2.81,Tampa Bay Rays,Texas Rangers,1.0,0.0,1.0,True
2021-04-12,2.66,1.5,Toronto Blue Jays,New York Yankees,1.0,3.0,-2.0,False
2021-04-12,2.85,1.45,Pittsburgh Pirates,San Diego Padres,2.0,6.0,-4.0,False
2021-04-11,1.6,2.42,Atlanta Braves,Philadelphia Phillies,6.0,7.0,-1.0,False
2021-04-11,1.96,1.9,Arizona Diamondbacks,Cincinnati Reds,7.0,0.0,7.0,True
2021-04-11,1.61,2.38,Los Angeles Dodgers,Washington Nationals,3.0,0.0,3.0,True
2021-04-11,1.79,2.08,San Francisco Giants,Colorado Rockies,4.0,0.0,4.0,True
2021-04-11,2.47,1.58,Texas Rangers,San Diego Padres,0.0,2.0,-2.0,False
2021-04-11,1.74,2.15,St.Louis Cardinals,Milwaukee Brewers,3.0,9.0,-6.0,False
2021-04-11,1.83,2.02,Chicago White Sox,Kansas City Royals,3.0,4.0,-1.0,False
2021-04-11,1.52,2.62,Minnesota Twins,Seattle Mariners,6.0,8.0,-2.0,False
2021-04-11,1.57,2.51,Cleveland Indians,Detroit Tigers,5.0,2.0,3.0,True
2021-04-11,2.27,1.67,Tampa Bay Rays,New York Yankees,4.0,8.0,-4.0,False
2021-04-11,2.25,1.68,Baltimore Orioles,Boston Red Sox,9.0,14.0,-5.0,False
2021-04-11,2.18,1.73,Pittsburgh Pirates,Chicago Cubs,7.0,1.0,6.0,True
2021-04-10,1.58,2.48,Los Angeles Dodgers,Washington Nationals,9.0,5.0,4.0,True
2021-04-10,2.08,1.79,Arizona Diamondbacks,Cincinnati Reds,8.0,3.0,5.0,True
